links
https://careers.microsoft.com/students/us/en/us-ur-intern-results
https://careers.google.com/jobs/results/?category=DATA_CENTER_OPERATIONS&category=DEVELOPER_RELATIONS&category=HARDWARE_ENGINEERING&category=INFORMATION_TECHNOLOGY&category=MANUFACTURING_SUPPLY_CHAIN&category=NETWORK_ENGINEERING&category=PRODUCT_MANAGEMENT&category=PROGRAM_MANAGEMENT&category=SOFTWARE_ENGINEERING&category=TECHNICAL_INFRASTRUCTURE_ENGINEERING&category=TECHNICAL_SOLUTIONS&category=TECHNICAL_WRITING&category=USER_EXPERIENCE&company=Google&company=YouTube&employment_type=INTERN&jex=ENTRY_LEVEL&location=Bangalore,%20India&location=Hyderabad,%20India&location=India&location=Haryana,%20India
https://www.amazon.jobs/en/teams/internships-for-students?offset=0&result_limit=10&sort=relevant&cities[]=Bengaluru%2C%20Karnataka%2C%20IND&cities[]=Chennai%2C%20Tamil%20Nadu%2C%20IND&cities[]=Hyderabad%2C%20Telangana%2C%20IND&business_category[]=student-programs&distanceType=Mi&radius=24km&latitude=&longitude=&loc_group_id=&loc_query=&base_query=&city=&country=&region=&county=&query_options=&
https://jobs.netflix.com/search?q=internships&location=Remote%2C%20United%20States&team=Data%20Science%20and%20Engineering
https://www.facebook.com/careers/students-and-grads/?p[teams][0]=Internship%20-%20Engineering%2C%20Tech%20%26%20Design&p[teams][1]=Internship%20-%20Business&p[teams][2]=Internship%20-%20PhD&p[teams][3]=University%20Grad%20-%20PhD%20%26%20Postdoc&p[teams][4]=University%20Grad%20-%20Engineering%2C%20Tech%20%26%20Design&p[teams][5]=University%20Grad%20-%20Business&teams[0]=Internship%20-%20Engineering%2C%20Tech%20%26%20Design&teams[1]=Internship%20-%20Business&teams[2]=Internship%20-%20PhD&teams[3]=University%20Grad%20-%20PhD%20%26%20Postdoc&teams[4]=University%20Grad%20-%20Engineering%2C%20Tech%20%26%20Design&teams[5]=University%20Grad%20-%20Business&offices[0]=Mumbai%2C%20India&offices[1]=New%20Delhi%2C%20India&offices[2]=Gurgaon%2C%20India&offices[3]=Hyderabad%2C%20India&offices[4]=Bangalore%2C%20India&offices[5]=Tokyo%2C%20Japan#openpositions
https://boards.greenhouse.io/sonyinteractiveentertainmentplaystation/jobs/2345310
https://career10.successfactors.com/career?company=anitechnol&career_ns=job_listing_summary&navBarLevel=JOB_SEARCH&_s.crb=SABhaq9AiojZ2CQDUGqlfLwaEe5hPLhczE6uuvrSgr4%3d
https://careers.swiggy.com/#/careers?career_page_category=Technology&search=title:internship
https://www.infosys.com/instep/apply-now.html
https://jobs.lever.co/paytm/?team=Internship
